contig-100_0_0,K09933
contig-100_23_4315,K01599
contig-100_23_4316,K05982
contig-100_23_4317,K09891
contig-100_23_4318,K05787
contig-100_23_4319,
contig-100_23_4320,K07803
contig-100_23_4321,
contig-100_23_4322,K07709
contig-100_23_4323,K07713
contig-100_23_4324,K01945
contig-100_23_4325,K00602
contig-100_24_4326,K02192
contig-100_24_4327,K03594
contig-100_24_4328,K02506
contig-100_24_4329,K02946
contig-100_24_4330,K02906
contig-100_24_4331,K02926
contig-100_24_4332,K02892
contig-100_24_4333,K02886
contig-100_24_4334,K02965
contig-100_24_4335,K02890
contig-100_24_4336,K02982
contig-100_24_4337,K02878
contig-100_24_4338,K02904
contig-100_24_4339,K02961
contig-100_24_4340,K02874
contig-100_24_4341,K02895
contig-100_24_4342,K02931
contig-100_24_4343,K02954
contig-100_24_4344,K02994
contig-100_24_4345,K02933
contig-100_24_4346,K02881
contig-100_24_4347,K02988
contig-100_24_4348,K02907
contig-100_24_4349,K02876
contig-100_24_4350,K03076
contig-100_24_4351,K02919
contig-100_24_4352,K02952
contig-100_24_4353,K02948
contig-100_24_4354,K02986
contig-100_24_4355,K03040
contig-100_24_4356,K02879
contig-100_24_4357,
contig-100_24_4358,K13638
contig-100_24_4359,K09890
contig-100_24_4360,K03282
contig-100_24_4361,K03499
contig-100_24_4362,K03500
contig-100_24_4363,K00604
contig-100_24_4364,K01462
contig-100_24_4365,K04096
contig-100_24_4366,K03747
contig-100_24_4367,K07479
contig-100_24_4368,K07566
contig-100_24_4369,K00014
contig-100_24_4370,
contig-100_24_4371,
contig-100_25_4372,K11911
contig-100_25_4373,K11905
contig-100_25_4374,K11906
contig-100_25_4375,K11895
contig-100_25_4376,K11896
contig-100_25_4377,K11910
contig-100_25_4378,K11891
contig-100_25_4379,
contig-100_25_4380,
contig-100_25_4381,
contig-100_26_4382,K11904
contig-100_26_4383,K07126
contig-100_26_4384,
contig-100_26_4385,
contig-100_26_4386,
contig-100_26_4387,
contig-100_27_4388,K00666
contig-100_27_4389,
contig-100_28_4390,
contig-100_28_4391,K00867
contig-100_28_4392,K03524
contig-100_28_4393,K00075
contig-100_29_4394,K11904
contig-100_29_4395,
