locus,1042876.5_PID,1081940.5_PID,1150601.3_PID,1193146.3_PID,1193499.3_PID,1196325.3_PID,1211579.3_PID,1215087.7_PID,1215088.3_PID,1218169.3_PID,1240350.3_PID,1331671.3_PID,1399145.3_PID,1410521.3_PID,1410669.4_PID,1449986.3_PID,160488.4.RefSeq_PID,160488.4_PID,231023.4_PID,303.139_PID,303.140_PID,303.142_PID,303.167_PID,303.169_PID,303.170_PID,303.171_PID,303.172_PID,303.175_PID,303.176_PID,303.177_PID,303.178_PID,303.179_PID,303.180_PID,303.187_PID,303.188_PID,303.189_PID,303.192_PID,303.199_PID,303.200_PID,303.203_PID,303.204_PID,303.209_PID,303.212_PID,303.214_PID,303.215_PID,303.234_PID,303.237_PID,303.397_PID,303.398_PID,303.409_PID,303.410_PID,303.411_PID,303.424_PID,303.425_PID,303.426_PID,303.427_PID,303.429_PID,303.430_PID,303.431_PID,303.432_PID,303.447_PID,303.449_PID,303.450_PID,303.451_PID,303.452_PID,303.453_PID,303.473_PID,303.486_PID,303.487_PID,303.488_PID,303.489_PID,303.490_PID,303.491_PID,303.492_PID,303.493_PID,303.529_PID,303.531_PID,303.532_PID,303.533_PID,303.534_PID,303.535_PID,351746.6_PID,390235.5_PID,76869.5_PID,931281.3_PID,KT2440.csv_PID
PP_0060,98.099,98.684,99.708,99.123,98.684,98.977,98.099,99.708,98.246,98.246,96.199,97.807,96.345,97.661,97.807,97.953,100,100,98.684,98.246,91.52,98.977,98.099,98.099,88.596,96.784,86.111,100,99.708,98.099,98.099,98.392,100,88.596,79.094,95.175,95.029,97.807,94.883,91.959,98.684,94.883,94.883,94.883,94.883,97.953,85.965,97.953,,86.111,97.222,99.708,98.099,97.807,96.93,100,98.246,99.123,99.123,98.83,97.953,98.977,86.404,95.614,95.76,96.053,99.123,98.977,93.713,98.099,98.099,98.099,97.076,97.076,99.123,97.807,97.076,99.708,98.684,98.099,97.076,98.246,97.076,97.953,99.708,100
PP_0061,99.683,100,100,100,100,100,99.683,100,99.683,100,98.095,99.683,98.73,99.365,99.683,99.048,100,100,100,100,96.508,100,99.683,99.365,92.744,99.365,92.429,100,100,100,99.683,100,100,92.744,95.238,98.413,98.413,99.365,99.048,96.825,100,99.048,99.048,99.048,99.048,99.683,92.744,99.683,92.429,92.429,99.683,100,100,99.365,98.413,100,99.048,100,100,100,99.683,100,92.744,99.683,99.683,97.778,100,100,97.46,100,100,100,99.683,99.683,100,99.365,99.365,100,100,99.683,99.365,100,99.365,99.683,100,100
PP_0062,95.082,98.361,99.454,98.137,98.361,98.361,95.93,99.454,95.082,94.186,92.35,95.028,91.16,95.082,95.028,96.175,100,100,98.137,97.516,87.578,98.361,95.082,97.268,83.607,93.443,75.691,100,99.454,97.814,95.082,96.175,100,83.607,76.374,89.617,89.617,96.175,87.432,85.246,92.896,87.432,87.432,87.432,87.432,96.175,75.138,96.175,,75.691,97.268,99.454,97.814,97.268,91.803,100,96.175,98.361,98.361,98.361,95.628,98.361,78.022,93.443,93.443,91.803,98.361,98.361,92.35,97.814,97.814,97.814,95.082,95.082,98.907,97.268,92.896,99.454,92.35,96.721,93.443,97.516,93.443,96.175,99.379,100
PP_0063,97.627,99.322,99.661,99.661,99.661,99.661,97.288,99.661,97.288,97.627,95.593,97.288,97.288,96.949,96.949,96.949,100,100,99.661,99.661,88.814,99.661,97.627,97.288,87.797,97.627,82.034,100,99.661,99.661,97.288,98.644,100,87.797,73.898,96.949,96.949,97.288,94.915,87.797,98.305,94.915,94.915,94.915,94.915,98.644,83.39,98.983,,82.034,97.627,99.661,99.661,97.288,95.254,100,97.288,99.322,99.322,99.661,97.288,99.661,82.712,95.932,96.271,96.271,99.661,99.661,94.576,99.322,99.322,99.661,97.627,97.627,99.661,96.949,97.627,99.661,98.305,97.288,97.627,99.661,97.627,98.983,99.661,100
PP_0064,96.117,98.077,97.087,96.117,96.117,98.077,97.059,97.087,96.117,,91.262,94.118,92.079,94.231,94.118,96.078,100,100,96.117,100,87.255,97.087,95.146,98.02,85.149,94.118,73.786,100,97.087,96.117,96.117,93.204,100,85.149,71.287,92.079,91.089,97.059,91.089,81.373,97.03,90.196,90.196,90.196,90.196,96.078,72.277,96.078,74.757,73.786,95.098,97.087,97.087,96.078,93.137,100,96.078,97.087,97.087,96.117,95.098,96.117,72.816,96.078,97.059,91.262,96.117,95.146,89.216,97.087,97.087,97.087,96.078,96.078,99.038,96.078,94.059,97.087,97.059,97.059,94.118,100,96.078,96.078,97.087,100
PP_0065,99.125,99.781,99.344,99.344,99.344,99.344,98.468,99.344,99.125,,96.937,98.906,95.405,99.125,98.906,98.249,100,100,99.344,99.344,93.873,99.344,99.125,98.468,92.998,98.031,90.591,100,99.344,99.781,99.125,99.517,100,92.998,85.558,97.374,97.374,98.249,96.28,92.779,97.374,96.28,96.28,96.28,96.28,99.781,90.175,99.781,90.153,90.591,97.812,100,99.781,98.468,97.593,100,98.249,99.344,99.344,99.344,98.906,99.344,89.52,98.031,97.593,97.374,99.344,99.344,94.967,99.781,99.781,99.781,98.031,98.031,100,98.468,98.031,99.344,97.374,98.468,98.031,99.344,98.031,99.781,100,100
PP_0066,98.165,99.312,99.312,99.312,99.312,99.312,98.624,99.312,98.165,,95.183,98.165,91.972,98.165,98.165,98.853,100,100,99.312,99.312,89.45,99.312,97.706,98.624,90.367,95.642,86.697,100,99.312,99.312,97.477,96.56,100,90.138,77.598,96.56,96.56,98.394,96.101,88.991,96.33,95.642,95.642,95.642,95.642,97.477,85.092,97.706,85.321,86.239,96.56,98.394,99.312,98.624,94.266,100,98.624,99.312,99.312,99.312,98.394,99.312,85.55,97.018,97.018,94.266,99.312,99.312,94.266,99.312,99.312,99.312,97.018,97.018,99.083,98.624,95.872,98.394,95.642,98.624,95.642,99.312,96.101,97.706,99.083,100
PP_0067,95.806,99.355,98.065,99.355,99.032,99.355,97.097,98.387,95.806,93.814,92.903,97.419,89.355,93.871,97.419,97.419,100,100,99.355,99.355,87.419,99.355,95.806,97.097,85.161,96.452,88.71,100,98.387,98.71,95.161,95.806,100,84.839,81.29,96.452,96.774,96.774,93.226,85.806,93.871,92.258,92.258,92.258,92.258,98.065,87.379,98.065,85.761,88.387,96.452,98.387,98.71,97.097,93.871,100,97.097,99.355,99.355,99.355,97.742,99.355,87.379,95.806,95.806,93.226,99.355,99.355,90,98.71,98.71,98.71,96.129,96.129,99.355,97.097,96.452,98.387,93.226,97.097,96.452,99.355,95.484,98.065,98.387,100
PP_0068,97.024,100,100,100,100,100,97.619,100,97.024,97.024,99.405,98.214,97.024,97.024,98.214,97.619,100,100,100,100,86.905,99.405,97.024,97.619,88.095,98.214,83.333,100,100,100,97.024,97.024,100,88.095,,97.619,97.619,97.619,98.214,89.881,97.024,98.214,98.214,98.214,98.214,98.214,83.333,98.214,82.143,83.333,97.024,100,100,97.619,99.405,100,97.619,100,100,100,98.214,100,82.143,97.024,97.024,100,100,100,91.667,100,100,100,97.024,97.024,100,97.619,98.214,100,97.024,97.619,98.214,100,98.214,98.214,100,100
PP_0069,93.973,97.534,98.904,96.986,96.986,97.26,95.342,99.178,93.973,92.177,84.789,95.616,85.92,94.97,95.616,95.342,100,100,96.986,96.712,77.477,97.534,94.247,95.342,74.247,91.233,72.022,100,98.904,98.63,,92.055,100,74.247,69.748,86.849,86.301,95.342,87.088,77.808,91.507,87.363,87.363,87.363,87.363,93.973,70.904,93.973,72.702,72.022,90.685,99.178,98.904,95.068,83.799,100,95.068,97.534,97.534,96.712,95.89,97.26,72.702,90.959,90.959,85.674,97.26,97.26,81.644,98.63,98.63,99.174,,,99.178,95.068,90.959,98.904,91.781,95.342,91.233,96.712,91.233,94.247,99.178,100
PP_0070,97.838,98.919,98.919,99.459,98.919,99.459,98.378,98.378,98.378,,95.135,98.919,97.297,97.297,98.919,97.838,100,,98.919,98.919,89.189,98.919,98.378,99.459,85.405,95.135,84.239,100,98.919,99.459,98.378,98.378,100,85.405,75.676,92.973,92.432,98.919,93.514,87.568,97.838,93.514,93.514,93.514,93.514,97.297,86.486,96.757,,84.239,97.838,98.919,99.459,99.459,95.676,100,97.838,99.459,99.459,99.459,98.919,99.459,85.87,97.297,97.297,94.595,99.459,99.459,91.351,99.459,99.459,100,98.919,98.919,99.459,98.919,95.135,98.919,98.378,98.378,95.135,98.919,95.135,96.757,98.919,100
PP_0071,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0072,97.846,99.077,98.462,99.077,99.077,99.077,96.308,98.769,97.846,,91.692,97.231,92.308,96.923,97.231,97.538,100,100,99.077,99.385,91.385,97.846,97.846,98.154,,92.923,81.231,100,99.077,98.462,97.846,97.538,100,90.154,71.077,92,92.615,97.231,91.077,86.769,96.923,90.462,90.462,90.462,90.462,97.231,78.769,97.231,,81.231,96.615,99.077,98.462,97.538,89.846,100,97.846,98.769,98.769,99.077,97.538,98.769,81.231,94.769,97.231,92.615,99.077,99.077,91.692,98.769,98.769,98.769,96.615,96.615,98.769,97.231,92.923,99.077,97.231,96.308,92.615,99.385,92.923,97.231,99.077,100
PP_0073,97.69,97.36,99.34,98.02,97.69,98.02,99.01,99.34,97.69,,95.38,97.36,95.05,97.36,97.36,98.02,100,100,97.69,97.03,95.05,98.35,97.69,98.35,96.358,96.37,91.089,100,99.34,97.69,97.69,97.36,100,96.358,86.755,94.719,95.71,98.02,96.37,94.702,96.37,96.37,96.37,96.37,96.37,97.69,91.089,98.02,90.397,91.089,96.37,98.35,97.69,98.35,96.04,100,97.36,98.35,98.35,97.36,97.36,98.02,90.429,97.03,98.02,95.71,98.02,98.68,95.71,97.69,97.69,97.36,97.03,97.03,97.36,98.35,96.37,98.02,96.37,99.01,96.37,97.03,96.37,98.02,99.34,100
PP_0074,98.54,99.635,98.54,99.635,99.635,99.635,98.54,99.27,98.905,,94.526,97.445,92.336,98.175,97.445,97.445,100,100,99.635,98.905,87.956,99.635,98.175,98.175,86.182,94.891,78.755,100,98.905,98.905,98.905,98.535,100,86.182,70.221,94.139,95.604,98.54,94.891,86.081,98.175,94.891,94.891,94.891,94.891,98.175,77.941,97.81,77.206,78.755,98.175,99.27,99.27,98.175,95.985,100,97.445,99.635,99.635,99.27,97.08,99.635,79.044,96.715,95.985,94.161,99.635,98.905,90.511,99.27,99.27,99.27,98.54,98.54,99.635,98.175,94.891,98.905,98.175,98.54,94.891,98.905,94.891,97.445,98.905,100
PP_0075,95.393,98.081,98.464,98.273,98.848,99.04,97.697,98.848,95.202,,90.211,96.737,87.908,95.202,96.737,97.121,100,100,98.848,99.04,84.854,98.848,95.393,97.697,80.962,93.09,77.476,100,98.464,98.464,95.202,96.353,100,80.962,,90.979,90.385,97.697,89.635,80.385,93.666,89.635,89.635,89.635,89.635,87.456,79.029,96.353,77.67,77.476,,98.848,98.656,97.505,90.019,100,96.161,98.464,98.464,98.848,96.545,98.273,76.893,92.706,93.666,89.251,98.273,98.273,85.988,98.273,98.273,98.464,,,98.848,97.505,93.282,98.464,93.474,97.697,93.474,99.04,93.474,96.353,98.464,100
PP_0076,94.498,98.371,98.371,99.674,98.371,98.371,95.114,98.697,93.851,,,93.811,82.848,94.928,93.811,95.44,100,100,98.371,98.697,,98.697,94.498,95.114,,88.599,69.055,100,98.697,99.349,94.175,95.114,100,,,90.879,91.205,94.788,88.997,74.267,91.586,87.702,87.702,87.702,87.702,96.091,69.903,96.417,70.684,69.055,93.16,99.023,99.349,94.463,85.761,100,95.114,98.371,98.371,98.697,94.463,99.674,70.358,91.549,91.549,85.437,99.674,98.046,91.857,99.349,99.349,99.023,91.054,91.054,98.371,94.788,88.599,99.349,91.909,95.114,88.925,98.697,87.948,96.417,99.023,100
PP_0077,95.644,99.208,99.208,99.406,99.406,99.406,95.644,99.208,95.248,,91.485,95.05,93.267,95.248,95.05,96.436,100,100,99.406,99.406,,99.406,95.644,95.446,,95.248,81.474,100,99.208,98.416,95.05,95.842,100,,79.242,91.881,91.683,95.842,92.277,82.869,94.257,91.881,91.881,91.881,91.881,96.238,80.478,96.04,,81.474,96.436,99.01,98.416,95.446,92.079,100,97.03,99.406,99.406,99.406,94.653,99.406,81.238,94.455,94.059,91.683,99.406,99.208,95.248,98.416,98.416,98.218,95.248,95.248,98.812,95.446,95.05,99.406,94.257,95.644,95.248,99.406,94.257,96.04,99.01,100
PP_0078,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0079,95.318,97.324,97.659,97.324,96.99,97.324,94.649,97.659,95.652,,90.301,93.645,91.639,95.652,93.645,94.983,100,99.652,96.99,97.324,,97.324,95.318,94.314,,90.604,70.333,100,97.993,95.638,95.652,93.624,100,,63.758,92.593,92.929,94.649,91.379,74.667,93.289,90.909,90.909,90.909,90.909,93.645,71.333,93.645,67.667,70.333,94.295,97.993,95.302,94.649,91.582,100,93.645,97.324,97.324,97.324,93.98,97.324,70.667,93.266,92.593,,97.324,97.324,92.953,95.638,95.638,95.638,94.649,94.649,96.99,94.649,91.275,96.99,93.289,94.649,90.94,97.324,92.953,93.645,97.993,100
PP_0080,92.683,96.585,97.073,96.585,95.122,96.098,79.024,98.049,91.707,91.713,77.561,78.049,,93.659,78.049,78.537,100,100,95.122,95.122,70.588,96.585,92.683,78.537,,74.634,,100,98.049,75.61,92.195,,100,,,,,78.049,,,,,,,,77.561,,78.049,,,71.707,98.049,75.61,78.537,76.961,100,79.024,96.098,96.098,96.098,77.561,96.585,,72.059,72.683,77.561,96.585,96.585,,75.61,75.61,75.61,75.61,75.61,96.585,79.024,75.61,80.976,,79.024,74.634,95.122,75.61,78.049,98.049,100
PP_0081,93.636,98.182,98.182,98.182,98.182,98.182,97.273,98.182,92.727,,94.444,96.364,83.486,95.455,96.364,93.636,100,,98.182,98.182,88.889,98.182,93.636,97.273,89.091,91.818,73.148,99.091,98.182,98.182,93.636,94.545,99.091,89.091,68.868,92.727,92.727,97.273,90.741,84.259,90.909,91.667,91.667,91.667,91.667,93.636,78.704,94.958,75.926,74.074,91.818,98.182,98.182,97.273,91.818,99.091,93.636,98.182,98.182,99.091,96.364,98.182,74.286,92.727,92.727,93.519,98.182,98.182,87.963,97.273,97.273,98.182,92.727,92.727,98.182,97.273,91.818,98.182,92.727,97.273,91.818,98.182,91.818,93.636,98.182,100
PP_0082,95.911,98.513,98.885,98.141,98.513,98.513,97.026,98.885,95.911,,92.537,97.77,94.052,94.424,97.77,97.398,100,100,98.513,98.513,91.078,98.141,95.911,97.398,88.848,95.539,80.224,100,98.885,98.885,95.539,95.539,100,88.848,75.373,95.539,95.167,97.398,91.45,91.822,95.539,91.822,91.822,91.822,91.822,97.398,79.478,97.398,70.632,80.224,95.911,98.885,98.885,97.77,94.03,100,96.283,98.141,98.141,98.513,97.77,97.77,77.239,94.796,94.424,93.309,98.141,97.77,91.45,98.885,98.885,98.885,95.911,95.911,98.513,97.398,95.911,98.885,95.167,97.026,95.911,98.513,96.283,97.398,98.885,100
PP_0083,99.506,99.753,99.753,99.506,99.506,99.753,99.506,99.753,99.753,,96.535,99.259,97.284,99.753,99.259,99.259,100,100,99.506,99.753,94.321,99.753,99.753,99.506,94.568,97.778,83.99,100,99.753,99.753,99.753,99.753,100,94.568,84.25,97.778,97.284,99.506,97.778,94.815,98.272,97.778,97.778,97.778,97.778,99.753,83.659,99.753,83.251,83.99,98.765,99.753,99.753,99.506,96.79,100,99.753,99.753,99.753,99.753,99.259,99.753,83.415,99.259,99.259,96.535,99.506,99.753,94.074,99.753,99.753,100,98.765,98.765,99.506,99.506,97.531,99.753,98.025,99.506,97.531,99.753,97.284,99.753,99.753,100
PP_0084,94.631,98.322,98.993,98.658,98.322,98.322,93.939,98.993,95.302,,90.572,93.624,84.512,94.295,93.624,94.276,100,100,98.322,98.322,84.564,98.658,94.631,93.603,86.195,93.266,80.808,100,98.993,97.987,95.302,95.302,100,85.859,70.068,87.838,88.737,93.939,90.203,82.155,94.631,89.899,89.899,89.899,89.899,94.276,81.145,93.939,80.743,80.808,94.295,98.993,97.987,93.266,90.572,100,92.256,97.987,97.987,98.322,93.624,98.322,81.145,90.268,90.268,90.268,98.658,98.658,88.396,97.651,97.651,97.651,94.295,94.295,98.658,93.939,93.266,98.993,94.295,93.939,93.266,98.322,92.929,93.939,98.993,100
PP_0085,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0086,97.183,100,100,100,100,100,95.775,100,97.183,95,92.958,98.592,77.465,97.183,98.592,95.775,100,100,100,100,95.775,100,97.183,,85.915,91.549,81.69,100,100,98.592,95.775,100,100,85.915,81.69,98.592,98.592,95.775,95.775,94.366,91.549,95.775,95.775,95.775,95.775,98.592,84.507,98.592,84.507,81.69,100,100,98.592,95.775,97.183,100,97.183,100,100,100,98.592,100,87.324,94.366,95.775,94.366,100,100,78.873,98.592,98.592,98.592,98.592,98.592,100,95.775,91.549,100,90.141,95.775,91.549,100,91.549,98.592,100,100
PP_0087,94.521,97.26,97.26,97.26,97.26,97.26,94.521,97.26,95.89,94.595,83.562,97.26,80.556,95.89,97.26,97.26,100,100,97.26,97.26,78.378,97.26,94.521,95.89,72.973,84.932,67.568,100,97.26,97.26,95.89,94.521,100,74.324,61.333,84.932,79.167,95.89,83.562,72.603,93.151,81.944,81.944,81.944,81.944,97.26,75.676,97.26,68,67.568,86.301,97.26,97.26,95.89,76.389,100,97.26,97.26,97.26,97.26,97.26,97.26,75.342,87.671,90.411,86.301,97.26,97.26,79.167,95.89,95.89,97.26,84.932,84.932,97.26,95.89,84.932,97.26,90.411,94.521,84.932,97.26,86.301,97.26,97.26,100
PP_0088,96.997,98.204,99.102,98.204,98.503,98.802,97.297,99.102,97.297,,91.317,97.297,93.373,96.997,97.297,97.904,100,100,98.503,98.802,85.498,98.204,96.997,96.997,85.843,91.617,80.12,100,99.102,97.904,97.297,96.707,100,85.542,,92.515,93.093,97.598,93.114,84.894,95.21,92.814,92.814,92.814,92.814,96.108,81.928,96.108,82.53,80.12,94.012,99.102,97.904,97.598,90.719,100,97.605,97.605,97.605,98.802,96.988,98.204,81.928,92.771,92.793,90.12,98.204,98.204,89.82,97.904,97.904,97.605,94.311,94.311,98.802,96.997,91.916,99.102,95.509,97.297,91.916,98.802,92.216,95.808,99.102,100
PP_0089,95.035,100,100,100,100,100,97.163,100,95.035,,92.143,97.163,89.286,95.745,97.163,97.872,100,100,100,100,92.857,100,95.035,97.872,85,91.489,72.857,100,100,99.291,95.035,96.454,100,85,87.943,88.571,88.571,97.872,92.143,85.612,95.745,92.857,92.857,92.857,92.857,99.291,72.464,99.291,72.464,72.857,94.326,100,99.291,97.872,88.571,100,97.872,100,100,100,97.163,100,71.014,94.326,94.326,90,100,100,90.071,97.872,97.872,98.582,94.326,94.326,100,97.872,91.489,100,95.745,97.163,91.489,100,91.489,99.291,100,100
PP_0090,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0091,95.62,96.35,100,97.08,97.81,96.35,94.161,100,95.62,,86.131,94.161,89.051,96.35,94.161,94.891,100,100,97.81,97.81,74.453,97.08,95.62,94.161,72.263,92.701,,100,100,97.81,95.62,94.161,100,72.263,,84.672,84.672,94.161,81.022,67.883,92.701,81.022,81.022,81.022,81.022,95.62,,95.62,,,86.861,100,97.81,94.161,86.131,100,94.161,97.08,97.08,97.81,94.161,97.08,,89.781,90.511,84.672,97.08,97.08,82.482,97.81,97.81,97.81,86.131,86.131,96.35,94.161,92.701,100,91.971,94.161,92.701,97.81,91.971,95.62,100,100
PP_0092,94.161,99.27,98.54,99.27,99.27,99.27,91.971,99.27,95.62,93.86,81.343,92.701,76.642,95.62,92.701,91.241,100,,99.27,99.27,75.182,99.27,93.431,91.971,70.073,87.591,63.571,100,99.27,96.35,93.431,91.241,100,70.073,,76.259,76.259,91.971,83.212,67.153,90.511,82.482,82.482,82.482,82.482,91.971,65.714,91.971,,63.571,89.051,99.27,96.35,91.971,82.482,100,91.241,99.27,99.27,99.27,92.701,99.27,67.143,84.672,85.401,79.71,99.27,99.27,75.182,97.08,97.08,97.08,87.591,87.591,98.54,91.241,87.591,99.27,89.781,91.971,89.051,99.27,89.051,91.971,98.54,100
PP_0093,89.213,97.199,96.927,96.369,96.359,96.919,92.073,96.648,88.515,,80.992,90.503,77.008,88.515,90.503,89.636,100,100,96.359,96.359,76.737,96.639,88.827,90.782,72.778,82.645,71.343,100,96.648,95.211,87.955,89.356,100,73.464,,81.034,80.747,90.223,82.044,73.056,89.014,82.044,82.044,82.044,82.044,91.597,70.468,91.597,70.845,71.343,83.708,96.927,95.211,90.782,79.379,100,91.036,96.648,96.648,96.359,90.503,96.927,71.554,87.316,87.021,80.833,96.369,96.927,79.167,95.493,95.493,95.493,83.38,83.38,96.359,91.341,82.645,96.927,88.643,91.62,82.094,96.359,81.818,91.317,96.648,100
PP_0094,93.981,98.611,99.537,98.611,99.074,98.611,95.833,99.537,95.37,93.519,93.925,96.296,93.427,94.907,96.296,97.685,100,100,99.074,99.074,89.202,99.074,93.981,95.833,86.111,93.981,81.395,100,99.537,97.222,95.37,95.833,100,86.574,73.709,91.204,91.667,96.296,93.981,86.111,95.37,93.519,93.519,93.519,93.519,97.222,82.791,97.222,,81.395,96.759,99.537,97.222,95.833,95.833,100,98.611,98.611,98.611,99.074,96.296,98.611,82.71,93.519,93.519,93.488,98.611,98.611,88.889,96.759,96.759,97.222,95.833,95.833,99.074,95.833,94.444,99.074,95.37,95.833,93.981,99.074,94.444,97.222,99.537,100
PP_0095,96.703,100,99.451,99.451,100,99.451,97.802,99.451,97.253,96.104,90.11,97.253,91.758,97.802,97.253,98.901,100,100,100,100,90.659,98.901,96.703,97.802,89.011,95.604,81.111,100,99.451,99.451,97.253,98.352,100,89.011,,91.758,92.857,97.802,93.407,87.912,96.703,93.407,93.407,93.407,93.407,99.451,81.111,99.451,80.556,81.111,96.703,99.451,99.451,97.802,92.778,100,98.352,100,100,100,97.802,100,81.111,95.604,95.604,91.758,99.451,100,93.407,100,100,100,95.055,95.055,100,97.802,95.604,99.451,96.154,97.802,95.604,100,94.505,99.451,99.451,100
PP_0096,98.536,99.707,99.854,99.707,99.707,99.707,98.097,99.854,98.243,,95.168,97.511,93.704,97.804,97.511,98.389,100,99.854,99.707,99.707,93.265,99.707,98.536,98.536,93.265,96.193,90.63,100,99.854,99.268,98.389,97.511,100,93.119,87.906,95.315,95.315,98.097,95.022,91.654,96.925,95.022,95.022,95.022,95.022,99.414,90.922,99.561,84.87,90.63,97.072,99.707,99.268,98.536,94.29,100,98.243,99.561,99.561,99.707,97.95,99.707,91.215,95.022,95.461,95.315,99.707,99.707,92.826,99.122,99.122,99.414,97.218,97.218,99.854,98.536,96.34,99.707,97.365,98.243,96.193,99.707,96.34,99.414,99.854,100
PP_0097,97.849,97.727,100,97.727,97.727,97.727,95.455,100,97.849,72.222,96.774,96.774,91.398,97.849,96.774,95.699,100,100,98.925,97.727,88.235,97.849,97.849,95.455,86.047,97.849,85.366,100,100,100,97.849,96.774,100,86.047,80.488,91.398,92.473,95.455,91.209,84.091,90.323,90.11,90.11,90.11,90.11,96.774,83.516,97.849,84.146,85.366,96.774,100,100,95.455,96.774,100,95.455,98.925,98.925,98.925,96.774,98.925,82.979,96.774,96.774,96.591,98.925,98.925,88.172,100,100,97.849,95.699,95.699,98.925,95.455,97.849,100,92.473,95.455,97.849,97.727,96.774,96.591,100,100
PP_0098,,,,,,,,,,,,,,,,,100,,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0099,96.023,99.432,98.295,99.432,99.148,99.432,96.591,98.295,96.023,96.307,90.057,96.023,85.014,96.023,96.023,96.875,100,99.694,99.148,99.432,85.795,99.432,96.023,96.591,86.932,92.614,82.102,100,98.295,98.011,96.307,,100,86.932,,90.778,89.685,96.591,88.319,84.375,91.931,89.174,89.174,89.174,89.174,95.455,82.386,95.455,82.102,82.102,95.739,98.295,98.011,96.591,91.193,100,97.159,99.432,99.432,99.148,96.023,99.432,82.67,93.466,93.466,89.489,,99.432,90.49,98.011,98.011,98.011,92.045,92.045,99.432,96.591,91.193,98.295,91.643,96.591,91.477,99.432,92.33,95.455,98.011,100
PP_0100,97.49,100,100,100,100,100,96.653,100,97.49,,92.887,96.653,94.561,97.49,96.653,96.653,100,100,100,100,91.632,100,97.49,96.653,84.1,95.816,78.07,100,100,100,97.49,97.071,100,84.1,,89.958,89.958,96.653,92.05,84.167,96.234,92.469,92.469,92.469,92.469,97.49,79.911,97.49,79.399,78.07,96.234,100,100,96.653,92.469,100,96.653,100,100,100,96.653,100,76.471,96.653,96.653,92.469,100,100,89.583,100,100,100,96.234,96.234,100,96.653,95.816,100,96.234,96.653,95.816,100,95.816,97.49,100,100
PP_0101,96.238,98.812,98.416,98.614,98.812,98.812,97.426,98.416,96.04,96.2,92.475,96.436,90.891,95.842,96.436,97.03,100,99.802,98.812,98.812,89.662,98.812,96.238,97.426,86.139,91.417,81.386,99.802,98.416,96.436,96.04,96.634,99.802,86.139,76.389,93.069,93.267,97.03,90.656,85.686,95.635,90.656,90.656,90.656,90.656,95.842,80.594,95.644,80.594,81.386,90.438,98.416,96.436,97.222,91.683,99.802,96.627,98.812,98.812,98.812,96.436,98.812,80.594,95.446,95.446,92.079,98.614,98.812,92.475,96.436,96.436,96.436,90.637,90.637,98.812,97.421,91.218,98.416,95.446,97.426,91.218,98.812,91.218,95.644,98.416,100
PP_0102,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0103,98.072,98.623,99.467,98.623,98.276,98.933,98.933,99.467,98.4,,95.467,98.851,,97.333,98.623,98.133,100,99.725,98.072,98.563,95.977,98.623,98.4,98.667,91.467,94.933,88.267,100,99.467,97.6,98.4,98.4,100,91.467,80.822,95.733,95.733,98.933,95.2,92.8,96.8,95.2,95.2,95.2,95.2,99.2,86.207,99.2,90.517,88,96.533,99.467,97.6,98.4,95.69,100,98.933,98.933,98.933,98.4,98.933,98.667,85.345,98.133,97.867,95.2,98.933,98.933,94.133,97.6,97.6,97.6,96.8,96.8,98.933,98.933,94.933,99.2,97.067,98.933,94.667,98.563,94.766,98.898,99.138,100
PP_0104,99.433,99.811,99.622,99.811,99.811,99.433,99.433,99.622,99.622,,97.543,99.622,,99.433,99.244,99.622,100,100,99.811,99.811,97.543,99.811,99.433,99.433,97.547,98.677,94.518,100,99.622,99.622,99.622,99.433,100,97.736,,99.244,99.244,99.433,97.164,96.289,98.677,97.543,97.543,97.543,97.543,99.244,94.34,99.244,,94.518,98.866,99.622,99.622,99.433,97.921,100,99.433,99.811,99.811,99.811,99.622,99.811,94.707,99.244,99.244,97.543,99.811,99.811,97.543,99.811,99.811,99.811,98.677,98.677,99.811,99.433,98.677,99.622,98.677,99.433,98.677,99.811,98.677,99.244,99.622,100
