contig-100_0_0,K11891
contig-100_25_4361,K04655
contig-100_25_4362,K04654
contig-100_25_4363,K04653
contig-100_25_4364,K04652
contig-100_25_4365,K04651
contig-100_25_4366,K15833
contig-100_25_4367,K15827
contig-100_25_4368,K15828
contig-100_25_4369,K15829
contig-100_25_4370,K15830
contig-100_25_4371,K15831
contig-100_25_4372,K15832
contig-100_25_4373,K15834
contig-100_25_4374,K08315
contig-100_25_4375,K01223
contig-100_25_4376,K02753
contig-100_25_4377,K03487
contig-100_25_4378,K05796
contig-100_25_4379,K04656
contig-100_25_4380,K07241
contig-100_26_4381,K00616
contig-100_26_4382,K01808
contig-100_26_4383,K02781
contig-100_26_4384,K02526
contig-100_26_4385,K22129
contig-100_26_4386,K22024
contig-100_26_4387,K21910
contig-100_26_4388,
contig-100_26_4389,
contig-100_26_4390,K12410
contig-100_26_4391,K00884
contig-100_26_4392,K09808
contig-100_26_4393,K09810
contig-100_26_4394,K09808
contig-100_26_4395,K03723
contig-100_26_4396,K19236
contig-100_26_4397,K12151
contig-100_26_4398,K22041
contig-100_26_4399,K02014
contig-100_26_4400,
contig-100_26_4401,K03885
contig-100_26_4402,K07000
contig-100_26_4403,K01207
contig-100_26_4404,K07251
contig-100_26_4405,K07337
contig-100_26_4406,
contig-100_26_4407,K02503
contig-100_26_4408,K16088
contig-100_26_4409,K02779
contig-100_26_4410,K03424
contig-100_26_4411,K02341
contig-100_26_4412,K00943
contig-100_26_4413,K07082
contig-100_26_4414,K02619
contig-100_26_4415,
contig-100_26_4416,
contig-100_26_4417,K07347
contig-100_26_4418,
contig-100_26_4419,
contig-100_26_4420,
contig-100_26_4421,K09458
contig-100_26_4422,K02078
contig-100_26_4423,K00059
contig-100_26_4424,K00645
contig-100_26_4425,K00648
contig-100_26_4426,K03621
contig-100_26_4427,K02911
contig-100_26_4428,K07040
contig-100_26_4429,
contig-100_26_4430,
contig-100_26_4431,K06179
contig-100_26_4432,K08300
contig-100_26_4433,
contig-100_26_4434,
contig-100_26_4435,K03980
contig-100_26_4436,K03810
contig-100_26_4437,K09915
contig-100_26_4438,K03790
contig-100_26_4439,K08162
contig-100_26_4440,K03675
contig-100_26_4441,
contig-100_26_4442,K01465
contig-100_26_4443,K12149
contig-100_26_4444,K12148
contig-100_26_4445,K02846
contig-100_26_4446,
contig-100_26_4447,K07146
contig-100_26_4448,K02517
contig-100_26_4449,K08161
contig-100_26_4450,K12147
contig-100_26_4451,
contig-100_26_4452,K03669
contig-100_26_4453,K03670
contig-100_26_4454,K11941
contig-100_26_4455,
contig-100_26_4456,K23518
contig-100_26_4457,
contig-100_26_4458,
contig-100_26_4459,
contig-100_26_4460,K04477
contig-100_26_4461,K12972
contig-100_27_4462,K23240
contig-100_27_4463,
contig-100_27_4464,K10111
contig-100_27_4465,K15770
contig-100_27_4466,K15771
contig-100_27_4467,K15772
contig-100_27_4468,K01224
contig-100_27_4469,K12308
contig-100_27_4470,K02778
contig-100_27_4471,K02024
contig-100_27_4472,
contig-100_27_4473,K02909
contig-100_27_4474,K02919
contig-100_27_4475,
contig-100_27_4476,K00375
contig-100_27_4477,
contig-100_27_4478,K00661
contig-100_27_4479,K05839
contig-100_27_4480,K19162
contig-100_27_4481,K18138
contig-100_27_4482,K03585
contig-100_27_4483,K03577
contig-100_27_4484,K05802
contig-100_27_4485,
contig-100_27_4486,
contig-100_27_4487,K04067
contig-100_27_4488,K09790
contig-100_27_4489,K00759
contig-100_27_4490,K02343
contig-100_27_4491,K09747
contig-100_27_4492,K06187
contig-100_27_4493,K04079
contig-100_27_4494,K00939
contig-100_27_4495,K01772
contig-100_27_4496,K00892
contig-100_27_4497,K03455
contig-100_27_4498,K08223
contig-100_27_4499,K11751
contig-100_27_4500,K03976
contig-100_27_4501,K09973
contig-100_27_4502,K17686
contig-100_27_4503,K19591
contig-100_27_4504,K07340
contig-100_27_4505,
contig-100_27_4506,K02068
contig-100_27_4507,K02069
contig-100_27_4508,
contig-100_27_4509,K05838
contig-100_27_4510,
contig-100_27_4511,K10804
contig-100_27_4512,K02003
contig-100_27_4513,K02004
contig-100_27_4514,
contig-100_27_4515,
contig-100_27_4516,K06917
contig-100_27_4517,K10972
contig-100_27_4518,
contig-100_27_4519,K01483
contig-100_27_4520,K10973
contig-100_27_4521,K01608
contig-100_27_4522,K01816
contig-100_27_4523,
contig-100_27_4524,
contig-100_27_4525,K10975
contig-100_27_4526,K01466
contig-100_27_4527,
contig-100_27_4528,K00865
contig-100_27_4529,K14977
contig-100_27_4530,K02083
contig-100_27_4531,K00073
contig-100_27_4532,K02381
contig-100_27_4533,
contig-100_27_4534,
contig-100_27_4535,K00926
contig-100_28_4536,K15584
contig-100_28_4537,K15585
contig-100_28_4538,K15586
contig-100_28_4539,K15587
contig-100_28_4540,K10824
contig-100_28_4541,K07722
contig-100_28_4542,K08996
contig-100_28_4543,K06213
contig-100_28_4544,
contig-100_28_4545,K00058
contig-100_28_4546,
contig-100_28_4547,K03319
contig-100_28_4548,K01465
contig-100_28_4549,
contig-100_28_4550,
contig-100_28_4551,K16322
contig-100_28_4552,K06144
contig-100_28_4553,K06149
contig-100_28_4554,K03305
contig-100_28_4555,
contig-100_28_4556,K15984
contig-100_28_4557,K01414
contig-100_28_4558,K06155
contig-100_28_4559,K07400
contig-100_28_4560,
contig-100_28_4561,K02170
contig-100_28_4562,
contig-100_28_4563,K07490
contig-100_28_4564,K04759
contig-100_28_4565,K04758
contig-100_28_4566,K06959
contig-100_28_4567,K04760
contig-100_28_4568,
contig-100_28_4569,K07659
contig-100_28_4570,K07638
contig-100_28_4571,K07115
contig-100_28_4572,K00383
contig-100_28_4573,K00799
contig-100_28_4574,
contig-100_28_4575,K01194
contig-100_28_4576,
contig-100_28_4577,K01185
contig-100_28_4578,
contig-100_28_4579,
contig-100_28_4580,
contig-100_28_4581,K07058
contig-100_28_4582,
contig-100_28_4583,K07290
contig-100_28_4584,K00874
contig-100_28_4585,
contig-100_28_4586,K11103
contig-100_28_4587,
contig-100_28_4588,K20543
contig-100_28_4589,K20542
contig-100_28_4590,K20541
contig-100_28_4591,K00694
contig-100_28_4592,
contig-100_28_4593,
contig-100_28_4594,
contig-100_28_4595,
contig-100_28_4596,
contig-100_29_4597,K20542
contig-100_29_4598,
contig-100_29_4599,K20543
contig-100_29_4600,K20541
contig-100_29_4601,K00694
contig-100_29_4602,
contig-100_29_4603,
contig-100_29_4604,K12372
contig-100_29_4605,K12371
contig-100_29_4606,K12370
contig-100_29_4607,K12369
contig-100_29_4608,
contig-100_29_4609,K12975
contig-100_29_4610,K08177
contig-100_29_4611,
contig-100_29_4612,K01246
contig-100_29_4613,K03826
contig-100_29_4614,K08351
contig-100_29_4615,
contig-100_29_4616,K02525
contig-100_29_4617,
contig-100_29_4618,K00874
contig-100_29_4619,
contig-100_29_4620,K00090
contig-100_29_4621,
contig-100_29_4622,K08195
contig-100_29_4623,K07726
contig-100_29_4624,K03704
contig-100_29_4625,
contig-100_29_4626,K18920
contig-100_29_4627,K01879
contig-100_29_4628,K01878
contig-100_29_4629,
contig-100_29_4630,
contig-100_29_4631,
contig-100_29_4632,K00854
contig-100_29_4633,K01805
contig-100_29_4634,K10543
contig-100_29_4635,K10545
contig-100_29_4636,K10544
contig-100_29_4637,K02529
contig-100_29_4638,K03796
contig-100_29_4639,K01176
contig-100_29_4640,K00835
contig-100_29_4641,K05796
contig-100_29_4642,
contig-100_29_4643,K03833
contig-100_29_4644,K01042
contig-100_29_4645,
contig-100_29_4646,
contig-100_29_4647,
contig-100_29_4648,K02800
contig-100_29_4649,K00009
contig-100_29_4650,K02562
contig-100_29_4651,
contig-100_29_4652,K14762
contig-100_30_4653,K23991
contig-100_30_4654,K11203
contig-100_30_4655,K11202
contig-100_30_4656,K00656
contig-100_30_4657,K04069
contig-100_30_4658,K11202
contig-100_30_4659,
contig-100_30_4660,
contig-100_30_4661,
contig-100_30_4662,
contig-100_30_4663,
contig-100_30_4664,
contig-100_30_4665,K07076
contig-100_30_4666,
contig-100_30_4667,K22110
contig-100_30_4668,K01728
contig-100_30_4669,K02083
contig-100_30_4670,K00839
contig-100_30_4671,K02028
contig-100_30_4672,K02029
contig-100_30_4673,K02029
contig-100_30_4674,K02030
contig-100_30_4675,
contig-100_30_4676,K22602
contig-100_30_4677,
contig-100_30_4678,K22601
contig-100_30_4679,
contig-100_30_4680,K16842
contig-100_30_4681,K16841
contig-100_30_4682,
contig-100_30_4683,K03457
contig-100_30_4684,K01487
contig-100_30_4685,K07127
contig-100_30_4686,K16840
contig-100_30_4687,K16345
contig-100_30_4688,K16839
contig-100_30_4689,
contig-100_30_4690,
contig-100_30_4691,K03863
contig-100_30_4692,
contig-100_30_4693,K05798
contig-100_30_4694,
contig-100_30_4695,
contig-100_30_4696,K08344
contig-100_30_4697,
contig-100_30_4698,K03805
contig-100_30_4699,
contig-100_30_4700,
contig-100_30_4701,K09022
contig-100_30_4702,
contig-100_30_4703,K03704
contig-100_30_4704,K03704
contig-100_30_4705,
contig-100_30_4706,K14155
contig-100_30_4707,K03315
contig-100_30_4708,K02529
contig-100_30_4709,K02538
contig-100_30_4710,K02768
contig-100_30_4711,K02770
contig-100_30_4712,K01624
contig-100_30_4713,
contig-100_30_4714,K00799
contig-100_30_4715,K19286
contig-100_30_4716,K23238
contig-100_30_4717,K02770
contig-100_30_4718,K02769
contig-100_30_4719,K02768
contig-100_31_4720,
contig-100_31_4721,K11738
contig-100_31_4722,
contig-100_31_4723,
contig-100_31_4724,K02014
contig-100_31_4725,
contig-100_31_4726,K01250
contig-100_31_4727,K23256
contig-100_31_4728,
contig-100_31_4729,
contig-100_31_4730,K24217
contig-100_31_4731,K09936
contig-100_31_4732,
contig-100_31_4733,K12368
contig-100_31_4734,K00141
contig-100_31_4735,K01051
contig-100_31_4736,
contig-100_31_4737,
contig-100_31_4738,
contig-100_31_4739,
contig-100_31_4740,K00137
contig-100_31_4741,K02053
contig-100_31_4742,K02054
contig-100_31_4743,K02052
contig-100_31_4744,K02055
contig-100_31_4745,
contig-100_31_4746,K00425
contig-100_31_4747,K00426
contig-100_31_4748,
contig-100_31_4749,
contig-100_31_4750,K08303
contig-100_31_4751,K23779
contig-100_31_4752,
contig-100_31_4753,K05782
contig-100_31_4754,K07506
contig-100_31_4755,
contig-100_31_4756,
contig-100_31_4757,K12368
contig-100_31_4758,K01258
contig-100_31_4759,K16868
contig-100_31_4760,K03304
contig-100_31_4761,
contig-100_31_4762,K03817
contig-100_31_4763,
contig-100_31_4764,
contig-100_31_4765,K03929
contig-100_31_4766,
contig-100_31_4767,K00449
contig-100_31_4768,K00448
contig-100_31_4769,
contig-100_31_4770,
contig-100_31_4771,K05358
contig-100_31_4772,
contig-100_31_4773,K00121
contig-100_31_4774,K23239
contig-100_31_4775,
contig-100_31_4776,K12262
contig-100_31_4777,
contig-100_31_4778,
contig-100_31_4779,
contig-100_31_4780,
contig-100_31_4781,
contig-100_31_4782,
contig-100_31_4783,
contig-100_31_4784,K00134
contig-100_32_4785,K03305
contig-100_32_4786,K09996
contig-100_32_4787,K03436
contig-100_32_4788,K00854
contig-100_32_4789,K01619
contig-100_32_4790,K02430
contig-100_32_4791,K17195
contig-100_32_4792,K00852
contig-100_32_4793,K02429
contig-100_32_4794,K01759
contig-100_32_4795,
contig-100_32_4796,K01026
contig-100_32_4797,K00059
contig-100_32_4798,K00626
contig-100_32_4799,
contig-100_32_4800,K13874
contig-100_32_4801,
contig-100_32_4802,K00865
contig-100_32_4803,K02647
contig-100_32_4804,
contig-100_32_4805,
contig-100_32_4806,
contig-100_32_4807,K23241
contig-100_32_4808,
contig-100_32_4809,K00537
contig-100_32_4810,K03893
contig-100_32_4811,K03892
contig-100_32_4812,
contig-100_32_4813,
contig-100_32_4814,K07347
contig-100_32_4815,K15540
contig-100_32_4816,K07345
contig-100_32_4817,
contig-100_32_4818,
contig-100_32_4819,
contig-100_32_4820,
contig-100_32_4821,
contig-100_32_4822,
contig-100_32_4823,
contig-100_32_4824,
contig-100_32_4825,K08094
contig-100_32_4826,K00059
contig-100_32_4827,K01783
contig-100_32_4828,K02775
contig-100_32_4829,K02774
contig-100_32_4830,K02773
contig-100_32_4831,K02081
contig-100_32_4832,K01808
contig-100_32_4833,K02775
contig-100_32_4834,K02774
contig-100_32_4835,K02773
contig-100_32_4836,K08094
contig-100_32_4837,
contig-100_32_4838,
contig-100_32_4839,K06221
contig-100_32_4840,
contig-100_32_4841,
contig-100_33_4842,
contig-100_33_4843,
contig-100_33_4844,K11892
contig-100_33_4845,K11893
contig-100_33_4846,K15580
contig-100_33_4847,K14054
contig-100_33_4848,K19802
contig-100_33_4849,K11065
contig-100_33_4850,K07120
contig-100_33_4851,K03721
contig-100_33_4852,
contig-100_33_4853,
contig-100_33_4854,
contig-100_33_4855,
contig-100_33_4856,
contig-100_33_4857,K09765
contig-100_33_4858,K06889
contig-100_33_4859,
contig-100_33_4860,
contig-100_33_4861,
contig-100_33_4862,K03502
contig-100_33_4863,K03503
contig-100_33_4864,
contig-100_33_4865,K19611
contig-100_33_4866,
contig-100_33_4867,
contig-100_33_4868,
contig-100_33_4869,K21039
contig-100_33_4870,K08990
contig-100_33_4871,K06918
contig-100_33_4872,K03972
contig-100_33_4873,K03971
contig-100_33_4874,K03973
contig-100_33_4875,K03970
contig-100_33_4876,K03969
contig-100_33_4877,K03974
contig-100_33_4878,K08170
contig-100_33_4879,K01451
contig-100_33_4880,
contig-100_33_4881,
contig-100_33_4882,K19226
contig-100_33_4883,K19227
contig-100_33_4884,
contig-100_33_4885,K21973
contig-100_33_4886,
contig-100_34_4887,
contig-100_34_4888,K06221
contig-100_34_4889,
contig-100_34_4890,K01820
contig-100_34_4891,K23238
contig-100_34_4892,K00852
contig-100_34_4893,
contig-100_34_4894,
contig-100_34_4895,
contig-100_34_4896,
contig-100_34_4897,
contig-100_34_4898,
contig-100_34_4899,K07644
contig-100_34_4900,K07665
contig-100_34_4901,
contig-100_34_4902,K06889
contig-100_34_4903,
contig-100_34_4904,K07552
contig-100_34_4905,
contig-100_34_4906,
contig-100_34_4907,
contig-100_34_4908,K09982
contig-100_34_4909,
contig-100_34_4910,
contig-100_34_4911,K23241
contig-100_34_4912,K09702
contig-100_34_4913,
contig-100_34_4914,
contig-100_34_4915,
contig-100_34_4916,
contig-100_34_4917,K07733
contig-100_34_4918,
contig-100_34_4919,
contig-100_34_4920,K12974
contig-100_34_4921,
contig-100_34_4922,
contig-100_34_4923,K13688
contig-100_34_4924,K03704
contig-100_34_4925,
contig-100_34_4926,
contig-100_34_4927,K06946
contig-100_34_4928,
contig-100_34_4929,
contig-100_34_4930,
contig-100_34_4931,
contig-100_34_4932,
contig-100_34_4933,
contig-100_34_4934,K03630
contig-100_34_4935,K18838
contig-100_34_4936,K18837
contig-100_35_4937,K07387
contig-100_35_4938,
contig-100_35_4939,K01652
contig-100_35_4940,K00130
contig-100_35_4941,K06989
contig-100_35_4942,
contig-100_35_4943,
contig-100_35_4944,
contig-100_35_4945,
contig-100_35_4946,K00529
contig-100_35_4947,
contig-100_35_4948,
contig-100_35_4949,
contig-100_35_4950,
contig-100_35_4951,
contig-100_35_4952,
contig-100_35_4953,
contig-100_35_4954,K01480
contig-100_35_4955,K01585
contig-100_35_4956,K00789
contig-100_35_4957,K08137
contig-100_35_4958,K02742
contig-100_35_4959,K01150
contig-100_35_4960,K09761
contig-100_35_4961,K01920
contig-100_35_4962,K07735
contig-100_35_4963,K07447
contig-100_35_4964,K04333
contig-100_35_4965,K02669
contig-100_35_4966,K06997
contig-100_35_4967,K02221
contig-100_35_4968,K09131
contig-100_35_4969,K02428
contig-100_35_4970,
contig-100_35_4971,
contig-100_35_4972,
contig-100_35_4973,
contig-100_35_4974,
contig-100_35_4975,
contig-100_35_4976,K09923
contig-100_35_4977,K03439
contig-100_35_4978,K03575
contig-100_35_4979,
contig-100_35_4980,K08306
contig-100_35_4981,K03289
contig-100_35_4982,K01581
contig-100_35_4983,K07150
contig-100_36_4984,K16787
contig-100_36_4985,K16786
contig-100_36_4986,K16785
contig-100_36_4987,K16923
contig-100_36_4988,K06934
contig-100_36_4989,K03472
contig-100_36_4990,K00927
contig-100_36_4991,K01624
contig-100_36_4992,K03442
contig-100_36_4993,K06895
contig-100_36_4994,K09807
contig-100_36_4995,
contig-100_36_4996,K22214
contig-100_36_4997,K11264
contig-100_36_4998,K07588
contig-100_36_4999,K01847
contig-100_36_5000,K05596
contig-100_36_5001,K01807
contig-100_36_5002,
contig-100_36_5003,K00058
contig-100_36_5004,K01934
contig-100_36_5005,K09888
contig-100_36_5006,K09895
contig-100_36_5007,K01262
contig-100_36_5008,K03185
contig-100_36_5009,K18800
contig-100_36_5010,K00605
contig-100_36_5011,K02437
contig-100_36_5012,K00281
contig-100_36_5013,
contig-100_36_5014,
contig-100_36_5015,K01223
contig-100_36_5016,
contig-100_36_5017,K09900
contig-100_36_5018,K11068
contig-100_36_5019,K06980
contig-100_36_5020,
contig-100_36_5021,K09159
contig-100_36_5022,K19168
contig-100_36_5023,K03840
contig-100_36_5024,K04763
contig-100_36_5025,K03981
contig-100_36_5026,K07462
contig-100_36_5027,K02836
contig-100_37_5028,K03780
contig-100_37_5029,K03779
contig-100_37_5030,
contig-100_37_5031,
contig-100_37_5032,
contig-100_37_5033,K00024
contig-100_37_5034,K03402
contig-100_37_5035,
contig-100_37_5036,
contig-100_37_5037,K03623
contig-100_37_5038,K03468
contig-100_37_5039,K15548
contig-100_37_5040,K21695
contig-100_37_5041,K21698
contig-100_37_5042,K02430
contig-100_37_5043,K03568
contig-100_37_5044,
contig-100_37_5045,K08301
contig-100_37_5046,K06287
contig-100_37_5047,K03571
contig-100_37_5048,K03570
contig-100_37_5049,K03569
contig-100_37_5050,K18765
contig-100_37_5051,K19745
contig-100_37_5052,K07147
contig-100_37_5053,K17247
contig-100_37_5054,K02160
contig-100_37_5055,K01961
contig-100_37_5056,
contig-100_37_5057,K14392
contig-100_37_5058,K02687
contig-100_37_5059,K01674
contig-100_37_5060,K05540
contig-100_37_5061,K03557
contig-100_37_5062,K18140
contig-100_37_5063,K18141
contig-100_37_5064,K18142
contig-100_37_5065,
contig-100_38_5066,
contig-100_38_5067,K08225
contig-100_38_5068,K23186
contig-100_38_5069,K23187
contig-100_38_5070,K23188
contig-100_38_5071,K02364
contig-100_38_5072,
contig-100_38_5073,K07214
contig-100_38_5074,K19611
contig-100_38_5075,K02362
contig-100_38_5076,K00615
contig-100_38_5077,K00615
contig-100_38_5078,
contig-100_38_5079,K00864
contig-100_38_5080,K17202
contig-100_38_5081,
contig-100_38_5082,K17204
contig-100_38_5083,K17203
contig-100_38_5084,K03366
contig-100_38_5085,
contig-100_38_5086,
contig-100_38_5087,K18922
contig-100_38_5088,K02168
contig-100_38_5089,K02167
contig-100_38_5090,K00130
contig-100_38_5091,K00108
contig-100_38_5092,
contig-100_38_5093,K02035
contig-100_38_5094,K02033
contig-100_38_5095,K02034
contig-100_38_5096,K02031
contig-100_38_5097,
contig-100_38_5098,K15372
contig-100_38_5099,K15373
contig-100_39_5100,
contig-100_39_5101,
contig-100_39_5102,
contig-100_39_5103,K07345
contig-100_39_5104,
contig-100_39_5105,K07347
contig-100_39_5106,
contig-100_39_5107,
contig-100_39_5108,
contig-100_39_5109,
contig-100_39_5110,
contig-100_39_5111,
contig-100_39_5112,K00336
contig-100_39_5113,
contig-100_39_5114,
contig-100_39_5115,K03313
contig-100_39_5116,K03717
contig-100_39_5117,
contig-100_39_5118,K11753
contig-100_39_5119,K01870
contig-100_39_5120,K03101
contig-100_39_5121,K03774
contig-100_39_5122,K03527
contig-100_39_5123,K12700
contig-100_39_5124,
contig-100_39_5125,
contig-100_39_5126,K03319
contig-100_39_5127,
contig-100_39_5128,K01681
contig-100_39_5129,
contig-100_39_5130,K01872
contig-100_39_5131,K07702
contig-100_39_5132,K07700
contig-100_40_5133,K07246
contig-100_40_5134,K16135
contig-100_40_5135,K09471
contig-100_40_5136,K09472
contig-100_40_5137,K14056
contig-100_40_5138,K09473
contig-100_40_5139,K09470
contig-100_40_5140,K14052
contig-100_40_5141,
contig-100_40_5142,
contig-100_40_5143,K01085
contig-100_40_5144,
contig-100_40_5145,K03809
contig-100_40_5146,K06884
contig-100_40_5147,K09016
contig-100_40_5148,K09024
contig-100_40_5149,K09019
contig-100_40_5150,K09023
contig-100_40_5151,K09021
contig-100_40_5152,K09020
contig-100_40_5153,K09018
contig-100_40_5154,K09017
contig-100_40_5155,
contig-100_40_5156,K13821
contig-100_40_5157,K11928
contig-100_40_5158,
contig-100_40_5159,K03317
contig-100_40_5160,K07243
contig-100_40_5161,K07224
contig-100_40_5162,K16301
contig-100_40_5163,K06217
contig-100_40_5164,
contig-100_40_5165,
contig-100_41_5166,K03073
contig-100_41_5167,K02601
contig-100_41_5168,K02867
contig-100_41_5169,K02863
contig-100_41_5170,K02864
contig-100_41_5171,K02935
contig-100_41_5172,K03043
contig-100_41_5173,K03046
contig-100_41_5174,K07792
contig-100_41_5175,K02759
contig-100_41_5176,K02760
contig-100_41_5177,
contig-100_41_5178,K03150
contig-100_41_5179,K03149
contig-100_41_5180,K03154
contig-100_41_5181,K03148
contig-100_41_5182,K00788
contig-100_41_5183,K03147
contig-100_41_5184,K07740
contig-100_41_5185,K03426
contig-100_41_5186,K01599
contig-100_41_5187,K05982
contig-100_41_5188,K09891
contig-100_41_5189,K05787
contig-100_41_5190,
contig-100_41_5191,K07803
contig-100_41_5192,K07709
contig-100_41_5193,K07713
contig-100_41_5194,K01945
contig-100_41_5195,K00602
contig-100_42_5196,
contig-100_42_5197,K12543
contig-100_42_5198,K12541
contig-100_42_5199,K12542
contig-100_42_5200,
contig-100_42_5201,
contig-100_42_5202,K11940
contig-100_42_5203,K06969
contig-100_42_5204,
contig-100_42_5205,
contig-100_42_5206,K01512
contig-100_42_5207,K11179
contig-100_42_5208,K19416
contig-100_42_5209,K15580
contig-100_42_5210,
contig-100_42_5211,
contig-100_42_5212,
contig-100_42_5213,
contig-100_42_5214,
contig-100_42_5215,K02821
contig-100_42_5216,K02822
contig-100_42_5217,K03475
contig-100_42_5218,K17195
contig-100_43_5219,K02192
contig-100_43_5220,K03594
contig-100_43_5221,K02506
contig-100_43_5222,K02946
contig-100_43_5223,K02906
contig-100_43_5224,K02926
contig-100_43_5225,K02892
contig-100_43_5226,K02886
contig-100_43_5227,K02965
contig-100_43_5228,K02890
contig-100_43_5229,K02982
contig-100_43_5230,K02878
contig-100_43_5231,K02904
contig-100_43_5232,K02961
contig-100_43_5233,K02874
contig-100_43_5234,K02895
contig-100_43_5235,K02931
contig-100_43_5236,K02954
contig-100_43_5237,K02994
contig-100_43_5238,K02933
contig-100_43_5239,K02881
contig-100_43_5240,K02988
contig-100_43_5241,K02907
contig-100_43_5242,K02876
contig-100_43_5243,K03076
contig-100_43_5244,K02952
contig-100_43_5245,
contig-100_43_5246,K02986
contig-100_43_5247,K03040
contig-100_43_5248,K02879
contig-100_43_5249,
contig-100_43_5250,K13638
contig-100_43_5251,K09890
contig-100_43_5252,K03282
contig-100_43_5253,K03499
contig-100_43_5254,K03500
contig-100_43_5255,K00604
contig-100_43_5256,K01462
contig-100_43_5257,K04096
contig-100_43_5258,K03747
contig-100_43_5259,K07479
contig-100_43_5260,K07566
contig-100_43_5261,K00014
contig-100_43_5262,
contig-100_43_5263,
contig-100_44_5264,K12265
contig-100_44_5265,K12264
contig-100_44_5266,K12266
contig-100_44_5267,K02467
contig-100_44_5268,K02468
contig-100_44_5269,K02466
contig-100_44_5270,K00068
contig-100_44_5271,K02781
contig-100_44_5272,K02782
contig-100_44_5273,K02783
contig-100_44_5274,K08305
contig-100_44_5275,K02074
contig-100_44_5276,K02075
contig-100_44_5277,K02077
contig-100_44_5278,
contig-100_44_5279,K03743
contig-100_44_5280,K03553
contig-100_44_5281,K03565
contig-100_44_5282,K01872
contig-100_44_5283,K03563
contig-100_45_5284,
contig-100_45_5285,
contig-100_45_5286,
contig-100_45_5287,K03585
contig-100_45_5288,K18138
contig-100_45_5289,
contig-100_45_5290,K12943
contig-100_45_5291,K21755
contig-100_45_5292,K22958
contig-100_45_5293,K03186
contig-100_45_5294,K07150
contig-100_45_5295,K01823
contig-100_45_5296,K04567
contig-100_46_5297,K15550
contig-100_46_5298,K15547
contig-100_46_5299,K15549
contig-100_46_5300,
contig-100_46_5301,
contig-100_46_5302,K06975
contig-100_46_5303,
contig-100_46_5304,K07350
contig-100_46_5305,K07349
contig-100_46_5306,K07348
contig-100_46_5307,K07347
contig-100_47_5308,K11904
contig-100_47_5309,
contig-100_47_5310,
contig-100_47_5311,
contig-100_47_5312,
contig-100_47_5313,
contig-100_48_5314,K24147
contig-100_48_5315,K00216
contig-100_48_5316,K01252
contig-100_48_5317,K02363
contig-100_48_5318,K02361
contig-100_48_5319,K23185
contig-100_49_5320,
contig-100_49_5321,
contig-100_49_5322,K07357
contig-100_49_5323,K07358
contig-100_49_5324,K07345
contig-100_49_5325,K07351
contig-100_50_5326,
contig-100_50_5327,
contig-100_50_5328,
contig-100_51_5329,K00867
contig-100_51_5330,K03524
contig-100_51_5331,K00075
contig-100_52_5332,
contig-100_52_5333,
contig-100_52_5334,
contig-100_52_5335,
contig-100_53_5336,
contig-100_53_5337,
contig-100_53_5338,K06911
contig-100_53_5339,
contig-100_54_5340,
contig-100_54_5341,
contig-100_54_5342,K11904
